user_agent_sk,ua_hash,user_agent,agent_type,browser_name,browser_version,operating_system,device_type
388,e159128c05dfaebcec153e0aa1180ca55eb2e702f3fa79a53b03b177d71d167e,Mozilla/4.0+(compatible;+MSIE+7.0;+AOL+9.0;+Windows+NT+5.1;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+Media+Center+PC+3.1;+.NET+CLR+2.0.50727),Browser,IE,7.0,Windows,Desktop
389,5d675bd65584f0d0901704fd80c6e99d54537700ddddad133fc13ec3b5a9bb03,Mozilla/4.0+(compatible;+MSIE+7.0;+AOL+9.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
390,901c5b2d0071f9c13752623b8df2e2040541a5c4131de0209c6011c7f029bb5c,Mozilla/4.0+(compatible;+MSIE+7.0;+AOL+9.0;+Windows+NT+5.1;+FunWebProducts;+SIMBAR={AAD365AE-8ACB-442b-BE39-C7713A33EA5E};+.NET+CLR+1.1.4322),Browser,IE,7.0,Windows,Desktop
391,c9548ce80dbd7fa536586e5778d150b0ee3b9ee3a79e78c348aa9b394bac331a,Mozilla/4.0+(compatible;+MSIE+7.0;+AOL+9.0;+Windows+NT+6.0;+SLCC1;+.NET+CLR+2.0.50727;+Media+Center+PC+5.0;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30618),Browser,IE,7.0,Windows,Desktop
392,2f70858f56e97a3980280c396ac73ca29e21c9bd86331e7334ec9f758222bfd6,Mozilla/4.0+(compatible;+MSIE+7.0;+AOL+9.5;+AOLBuild+4337.155;+Windows+NT+5.1;+Trident/4.0;+FunWebProducts;+GTB0.0;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,AOL,9.5.4337,Windows,Desktop
393,b5c96651cd13bd0a3f226a834347f97d22509e36c5b8d1b0f241f763d53e9f7b,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1),Browser,IE,7.0,Windows,Desktop
394,60b6bdd27d96d47437b449ead6a29cdb0cbc49a8ff44068c5149b14c2a23358b,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+(R1+1.5);+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
395,e9a890b7dcdc3f29479d1b1c4f37bb056f1983f6f47ecf96600c966b67f23a86,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+(R1+1.5);+.NET+CLR+1.1.4322;+MSN+6.1;+MSNbMSFT;+MSNmen-us;+MSNc00;+v5m),Browser,IE,7.0,Windows,Desktop
396,6afb94ccac55684bd604d572802e7478356f74229abc3e801f31ee2fba03398e,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+IEMB3;+ZangoToolbar+4.8.3;+IEMB3),Browser,IE,7.0,Windows,Desktop
397,c4be00c0f211b9ff7d1bf491cc4342d03c364141365e443f4d5320e43644b245,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+MS-RTC+LM+8),Browser,IE,7.0,Windows,Desktop
398,1208514c81b8eb23f13e21251ab0f5a64e5c5a0053cfe1a5659b46d050d0f44a,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+Media+Center+PC+4.0;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
399,af32114214e4439a3107123a7daeb988808c82b36341c35b8a24596c55d320f8,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.0.3705;+Media+Center+PC+3.1;+.NET+CLR+2.0.50727;+Comcast;+Comcast),Browser,IE,7.0,Windows,Desktop
400,981c53df9a16f47df0329df12e17ac05c092a73423936bbaf51dab2ea2e4141a,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.0.3705;+MSN+6.1;+MSNbMSFT;+MSNmen-us;+MSNc00;+v5m),Browser,IE,7.0,Windows,Desktop
401,3a393224eea304eb9eac22d14334491024bbb0a0020a4190647b014e406472b9,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322),Browser,IE,7.0,Windows,Desktop
402,b78a26bb34f9b744cef9f609190133b33b3f9cfcc38c060f3ddfb916a090cc6c,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727),Browser,IE,7.0,Windows,Desktop
403,9c13cbad17fee7bd7cf0e1b65043f6009c5f9187eb43a43241d8236708d0be1c,"Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727),gzip(gfe)+(via+translate.google.com)",Browser,IE,7.0,Windows,Desktop
404,eb844dae041585b710a552f578cef3fd3c9ca38a3a0da7aab1a66612afc3bf11,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30),Browser,IE,7.0,Windows,Desktop
405,867eb5aa4938b5ed490333ddd6562a18aad5ebf0ffcc9d95e11cbbab48642de8,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648),Browser,IE,7.0,Windows,Desktop
406,a0aa017e3b8f14c98baf0739ac6b5a14c8b56af3668aa379f41e9167126457e3,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
407,f7980b6ec58221949feca6d164992f44307de6de22a1278ef4112e4d8365553d,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+AskTB5.3),Browser,IE,7.0,Windows,Desktop
408,7a81572e74428ec1760e521550b62d5b0a74497b279310a5a9d8eff3f3f714cd,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.1),Browser,IE,7.0,Windows,Desktop
409,3cf68280926fd9ac80eb4ed45938ba8cbdceba23db825c35e2c2242059a5f59a,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.2),Browser,IE,7.0,Windows,Desktop
410,095b9342c46bd069a64e2bb804e16186f1daa643a542b3480b5b9ddf5830bacb,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+InfoPath.1;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
411,4afbf458bd5b586e26291fe7629b5200c04c7da34b90b1d642d970324e6882c0,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+InfoPath.1;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET4.0C;+.NET4.0E),Browser,IE,7.0,Windows,Desktop
412,56781bb035d8e83703dd323b2296cb475ac388ddbc889e2026da612cc45032dd,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+InfoPath.2),Browser,IE,7.0,Windows,Desktop
413,3ff79b5d694073761e60368016e6c3b3d0a6aa6aea7ae0ba4fea584059cb302b,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+Zune+3.0;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,Zune,3.0,Windows,Desktop
414,1dd3b2459443bff858916dc695dd6d62f1d8b2f0a5e556a5dc1d147fd7b8537b,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
415,c3e1b217e05cd7f23a21ebd1eb0df2ed195c77bb66afd76ff74951879f49ad7f,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.1),Browser,IE,7.0,Windows,Desktop
416,f01632f0f1ccad772feeb733c60ab33c364c70cce0756093f8c04f7651a24b5c,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+ImageShack+Toolbar+4.0.6),Browser,IE,7.0,Windows,Desktop
417,4cbb8b678e12d96d8e1d71d5879b15bc3e26fb5828b9bdc127d189735da91cc3,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+InfoPath.2),Browser,IE,7.0,Windows,Desktop
418,d9ea33b04528a8fab29163d64926381a2bd34332f5b5ca0f918afc1b544f6a26,"Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+InfoPath.2),gzip(gfe)+(via+translate.google.com)",Browser,IE,7.0,Windows,Desktop
419,3259dffe3554d890f580aee82b7495803f84536bf3e158a7fe83f5d5b80d6f73,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+InfoPath.2;+MSOffice+12),Browser,Outlook,2007,Windows,Desktop
420,4a3443dceb87cc3b2490fe8fb785f52b40d15f96a69b9c39df4e4198275f8ebe,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+MALC;+MS-RTC+EA+2;+MSN+9.0;MSN+9.1;MSN+9.6;MSN+10.0;+MSNbMSNI;+MSNmen-us;+MSNcOTH),Browser,IE,7.0,Windows,Desktop
421,de01cdadc032aaab0d94b58ea929b7d55a65574e9020b5f905a922c665d2f2cd,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022),Browser,IE,7.0,Windows,Desktop
422,f872b59a7645552f849e381f2e2ad9890869efc856051994866814b3943c41d1,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022;+InfoPath.1;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
423,69c73a84043c10a5beb3103c39e8f4f2f4c791f09b2632ba244f53aa39bcccff,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022;+InfoPath.2;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
424,d4e86e18bd41131d93bb11651a8374f6293f1d47a534c4220da5fc7e5a547fa5,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
425,53fb58836e8bf557c498d5906a4a4675b69cc891056b2b0d6e3edc6e079f7c6a,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.1),Browser,IE,7.0,Windows,Desktop
426,9dc766933a979a5790bda0df6461ea22f59f27e720241582f8c9cdd02bf7fa83,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.1;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0),Browser,IE,7.0,Windows,Desktop
427,cc6c0844604e29a52b070c1b040d2049793285f8ffaf36eb8a09b0505a9e8e9a,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+MAXTHON+2.0),Browser,Maxthon,2.0,Windows,Desktop
428,aa3416a852d8d62834a9019dc588ce998f8f2fe44b71b5851cb7d218cd09b20e,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+MS-RTC+LM+8),Browser,IE,7.0,Windows,Desktop
429,7860e0a944d8822d74da925289cec34a458e08652f8abf86930259e34a2774f7,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1),Browser,IE,7.0,Windows,Desktop
430,f8f5bb7456e9045620e0b816e3e14d036d409da190bff7a013f2dfdfe8d6b3af,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
431,d96661d4964013e52bb1e96944c2e22330ae4ed24019cee8c7ffd1bed80d3342,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.2),Browser,IE,7.0,Windows,Desktop
432,1173dc935298427786dd759b70262a6327294e150bcd37d5ec998a5493abd886,"Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.2),gzip(gfe)+(via+translate.google.com)",Browser,IE,7.0,Windows,Desktop
433,911f31e259a7c54c676d3f3256f33c8068147e6849e41929822e499616cf9070,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.2;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
434,7f4bf2a46861fc25f386fac6496e2571a9cc8a1987693be12a8be173a7d9c3c1,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.2;+uE+v7;+uE+v7),Browser,IE,7.0,Windows,Desktop
435,e7742876ea990212b3ab6db1aaf83440a4566797f959b42affaaedba3678afa5,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0),Browser,IE,7.0,Windows,Desktop
436,ac22ba167c5751c9b747fdba9eeb12b77030c40f2a56ff69898d7c4c8a3fcf9b,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+uE+v7;+uE+v7),Browser,IE,7.0,Windows,Desktop
437,c077e1a550e242efa8ea7136a4dd4f9eabe7f304b1a11ecc46e84a8cf6cc6898,"Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+uE+v7;+uE+v7),gzip(gfe)+(via+translate.google.com)",Browser,IE,7.0,Windows,Desktop
438,ebc8b10aa19f1246855e4c7f7a085c9bb8d3bddb05ae937d83c3a48f4feff2cf,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+WinuE+v6;+WinuE+v6),Browser,IE,7.0,Windows,Desktop
439,1fd8d3e2b16aeea2cb16886836eb161b6cfda191d037df3a684efbe335ac096b,"Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+WinuE+v6;+WinuE+v6),gzip(gfe)+(via+translate.google.com)",Browser,IE,7.0,Windows,Desktop
440,a26d96b628a04409f97f334443a42ecb456c03cc1cc1bc1d8b22403d6ca0b01a,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET+CLR+2.0.50727),Browser,IE,7.0,Windows,Desktop
441,c20fbf7d8ad4def6831c31592c3393b99bc2841940af04a42675580774492d1b,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+IEMB3;+IEMB3;+MSN+9.0;MSN+9.1;+MSNbQ002;+MSNmen-us;+MSNcOTH),Browser,IE,7.0,Windows,Desktop
442,e7eeaeff9890a266ada32873983db53d93c4fc6ecf59afde583db1f4ffeb30d9,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+InfoPath.1),Browser,IE,7.0,Windows,Desktop
443,652314ecc3e57a54828ccbdf3d48b2b1dfdf880958bb895a6ed901b7e3309dd9,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+InfoPath.1;+.NET+CLR+2.0.50727;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
444,46b970c33cf0dd176e5e750f32ae3a548e40723a6ef790a4efc2000eaf6b598f,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+InfoPath.1;+.NET+CLR+2.0.50727;+OfficeLiveConnector.1.5;+OfficeLivePatch.1.3),Browser,IE,7.0,Windows,Desktop
445,9ce411af7ee67e7ab1c55fc4a0279c705150732ff144d2a02fad38bd6a4bf634,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+InfoPath.2),Browser,IE,7.0,Windows,Desktop
446,3e0f73b56e627fc3425a23b1888d126f43e0777a752346f586a6dc8dfd34bc25,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+InfoPath.2;+MEGAUPLOAD+2.0),Browser,IE,7.0,Windows,Desktop
447,d911214ed2fcd28f7b39082f6b3dc81662aa133cc3aa38a251950aa685e67fd9,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+uE+v7;+InfoPath.2;+.NET+CLR+2.0.50727;+uE+v7),Browser,IE,7.0,Windows,Desktop
448,3967814c462db6328865bc80fc5f63f74600527ece0a82eb768083367975f008,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+1.1.4322;+uE+v7;+uE+v7),Browser,IE,7.0,Windows,Desktop
449,08df0becd73d1ed9c6452c8b737c509699fd055936b05e304fe49c30e9d486a6,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727),Browser,IE,7.0,Windows,Desktop
450,ec55737f88e9be5347bfb11ffb3bb1718955b34d631f0a3ae5d26088709c9021,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+1.1.4322;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
451,94074619ae7acdf9f818e70af3dfa800152a59c0727a16a07944ea4b40b0a044,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+1.1.4322;+InfoPath.2),Browser,IE,7.0,Windows,Desktop
452,732eda84abd77e8f5fe7179f57608e0b9907f9c8d96d8aec2e13c1006452bf0a,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+1.1.4322;+InfoPath.2;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
453,9805ca087906dc8469f235097820e1890b49ad28f005c684edb46ecd93ad7f37,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET+CLR+1.1.4322;+.NET4.0C;+.NET4.0E),Browser,IE,7.0,Windows,Desktop
454,953b7615879235f6d43fcaae94728fd85d27ff742ee3b20c388e5cd40f41ed39,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0),Browser,IE,7.0,Windows,Desktop
455,a8fdb6bcf64040b48d2147ac56ac4032ede75d9475801a69c43dbfb1e42e4f53,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022),Browser,IE,7.0,Windows,Desktop
456,8683fd32c7e38f13080969e2ac92b58ddebe3f758199c39f2ef62dfd57ac2f8c,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022;+AskTB5.4),Browser,IE,7.0,Windows,Desktop
457,8b63ab4682062b0eebd7e6f986c26f98827fef4fb49f1317075b88a2590f8ddd,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
458,797242edca2c3c13a1c53ca80134ec8d8c561a5a4f9138366eb0100c2385208b,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET+CLR+1.1.4322),Browser,IE,7.0,Windows,Desktop
459,c3447a97b7673964b5d57c332b770809770361118ae70528a56ced37e9be715f,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.2),Browser,IE,7.0,Windows,Desktop
460,94d169c0568b19bae1c2ef97aaede4d93a7ec5c8aaaf8d20b2beb2b85306a43f,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+InfoPath.1;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
461,5a87ebf8322b205c6ff3fc1a5fc2c3add62a8bcaf656741ad36358ee87aef61d,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+InfoPath.2),Browser,IE,7.0,Windows,Desktop
462,e33dfddd8dd941619f963d24e5c91c7ba1744e5e673c56cef2cdd2c3351b2df9,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+InfoPath.2;+.NET+CLR+1.1.4322;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
463,fc2b473101c3628b0061a7e0b526f9d50282af857dee5d1bc58d359412322739,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+InfoPath.2;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729),Browser,IE,7.0,Windows,Desktop
464,5ef7e64d605199505531f686cecb3b4e3334e2cf3ab7b1a23fc3c9b1d187b541,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+InfoPath.2;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0;+AskTB5.5),Browser,IE,7.0,Windows,Desktop
465,d9f81fcd1f160c0cb75dfbb107c4ad0a522bf8b3c52145979c10193f039182ec,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+OfficeLiveConnector.1.3;+OfficeLivePatch.0.0),Browser,IE,7.0,Windows,Desktop
466,df0922849e60c51d9338f46c56975f16a40ce6500c5f78e660cad44791a399b6,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+.NET+CLR+2.0.50727;+SeekmoToolbar+4.8.4),Browser,IE,7.0,Windows,Desktop
467,b623d47420f01f4b150c93c84d8252613ca4dee9f57eaf41acd5ea9c50251cdc,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+{13F19C04-8B5E-404A-BB50-48F1ACB3FB1A};+.NET+CLR+1.0.3705;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727),Browser,IE,7.0,Windows,Desktop
