geolocation_sk,geo_hash,country,region,city,latitude,longitude,isp
761,498A1D7F9671968A9DD1264699E873DF64F682952A4EAA87CA97AFBE1CA9480D,South Korea,Gyeonggi-do,Seongnam-si,37.433101654052734,127.13749694824219,Korea Telecom
762,75327DA8BA046175E3B8001E5F90980516DA6582CAC965647CB1A25A56BE005F,South Korea,North Chungcheong,Cheongju-si,36.63869857788086,127.47019958496094,LG POWERCOMM
763,91D888B07260310EAF637D0C5A2BD1490E4CF3A172B2BC3B8F2C44F2B837A64D,South Korea,Seoul,Dobong-gu,37.65890121459961,127.05229949951172,SK Broadband Co Ltd
764,3E4E07A841034D3E8F24E9DEA59DE130F9E9CD4DE6A59E8878BA13C5828F1E20,South Korea,Seoul,Gangseo-gu,37.56990051269531,126.85299682617188,SK Broadband Co Ltd
765,DF0538205EEF83EC5FB0D66D04B4424401771FF5CFCC85AB7B4EC1B52AFB58B9,South Korea,Seoul,Gwanak-gu,37.462501525878906,126.94380187988281,Seoul National University
766,0DF64A4B59328CFE3B56D02B1DECE691E05B88F0D58147B53966C3A84FAFA6CC,South Korea,Seoul,Jongno-gu,37.57500076293945,126.97779846191406,Korea Telecom
767,04468125885CD04715A5FACEF987A1C3A72E810E8534B0E08DD8E8FAB73DC130,South Korea,Seoul,Seoul,37.565799713134766,126.97799682617188,"Zhilian Technology CO., LTD."
768,BBCA90DB0A3E3C1CA97B474C33425065ACFCC889A4992F710A99D2FF7E4CCCD9,South Korea,Unknown,Unknown,37.511199951171875,126.9740982055664,Unknown
769,241B81F6213441A0C709B1911BD7C94ED4730F47078F733B1802F594C7474202,Spain,Andalusia,Málaga,36.71620178222656,-4.416100025177002,Junta de Andalucia
770,A024C81C21CF3BB4C024B67679BA6EDA3202190E157AB34CD1FAA9E2ABCE6B76,Spain,Andalusia,Marbella,36.51490020751953,-4.883800029754639,Telefonica De Espana S.a.u.
771,B98A3AF2B7918A1219BA66177B60DB252B7CE45F1057D6393CD4775338CCE73B,Spain,Andalusia,Ronda,36.742801666259766,-5.172100067138672,Telefonica De Espana S.a.u.
772,A71ECD28B992C2A943E41A2301A7E56CEC81A92384F1D5BBDD1A36A5B044DE14,Spain,Andalusia,Seville,37.384498596191406,-6.000100135803223,Telefonica De Espana S.a.u.
773,77967822E42CA7FD4DBC8B373AA3253A57330E6D6EEC7597E90E1950B3D5013B,Spain,Andalusia,Unknown,36.71620178222656,-4.416100025177002,Telefonica De Espana S.a.u.
774,26BF66EC22E35F417358AF8B6426C0A171D1C6EAFBE8EB58247395E20C70416E,Spain,Aragon,Huesca,42.134498596191406,-0.3991999924182892,Orange Espagne SA
775,1317D1888C31BF8519A45FD07E8E35A9381853945520FA85414BA40E6B80CDEC,Spain,Aragon,Zaragoza,41.6234016418457,-0.9416000247001648,Telefonica De Espana S.a.u.
776,2286E3666F330A61431D62C4D54FEDED57F5E7F4915622201CB346B75CB10702,Spain,Basque Country,Bilbao,43.24810028076172,-2.9209001064300537,Vodafone Spain
777,62A7B0CF29F9E1348BC63892510D5E6FEEF8CCB646B48585D92E9CD9D773F176,Spain,Basque Country,Donostia / San Sebastian,43.312599182128906,-1.9744999408721924,Universidad del Pais Vasco - Euskal Herriko Unibertsitatea
778,2031CC431DC133624C69D58E137DA59E4F857462F0503AD119E5300AC1609219,Spain,Canary Islands,Las Palmas de Gran Canaria,28.09320068359375,-15.45740032196045,"Vodafone Ono, S.A."
779,2816F622EF978BFEF513FC07C0211B2BD01B87B93D43C90321171E04D7E62553,Spain,Canary Islands,San Cristóbal de La Laguna,28.496599197387695,-16.319499969482422,Entidad Publica Empresarial Red.es
780,CCE54F68B882A792294A42B34372A1DA19B652C0DDB6B440937119309A50F86B,Spain,Canary Islands,Vecindario,27.847900390625,-15.444600105285645,Telefonica De Espana S.a.u.
781,EEB38D74D41FD8BF97132626B52964E50FAE3D727598F82CE0624469DE9558B2,Spain,Castille and León,León,42.602298736572266,-5.584499835968018,"Vodafone Ono, S.A."
782,CBFF156A34FC0768D29A022CF4FC95A1BE79640D2DD6CDC1FE5E55C62C9BE5FC,Spain,Castille and León,Miranda de Ebro,42.68510055541992,-2.952199935913086,Orange Espagne SA
783,0A55DFE064376F1045AAFE8C26492B3CF33C2DBB3DC589E1AC4F2B1541B222A1,Spain,Castille and León,Valladolid,41.61980056762695,-4.742300033569336,Telefonica De Espana S.a.u.
784,204B33C5CA7B176743421244767B15644A6D846F8C49F82E4818DB2E11B2E9EE,Spain,Castille-La Mancha,Cabanillas del Campo,40.6343994140625,-3.2242000102996826,Telefonica De Espana S.a.u.
785,61C0A6094FB0B37E63D0C367D1EE69C27B1CED9BE5C7C1DAB8D8A8ECD0965840,Spain,Castille-La Mancha,"Casar, El",40.69580078125,-3.4286999702453613,Telefonica De Espana S.a.u.
786,E0D90975A724118D57011B30CD5AD210D360A054A7BF5B502BD0F5683E642DAC,Spain,Castille-La Mancha,Ciudad Real,38.98619842529297,-3.9303998947143555,Vodafone Spain
787,ECF56E4F14C489792736D157555A192F627E7E46D7372D68285A124AFB657813,Spain,Castille-La Mancha,Fuensalida,40.05839920043945,-4.214900016784668,Telefonica De Espana S.a.u.
788,ACCE5271E4CB316C84098F9A84804D4EF0C1B37172B82020AF53B34C9E33734D,Spain,Castille-La Mancha,Talavera de la Reina,39.96070098876953,-4.824699878692627,Orange Espagne SA
789,7863F50D6E6C15993A417465F035EC1B063527888F9E2D7173EF454ACB5D6640,Spain,Castille-La Mancha,Villarta de San Juan,39.2411003112793,-3.426500082015991,Orange Espagne SA
790,671653C70BB891ADFEA834A45D942DD40E0F2EC2E9417E3B509DA3F876651054,Spain,Catalonia,Barbera Del Valles,41.51900100708008,2.129699945449829,Telefonica De Espana S.a.u.
791,5146CE9CD4A07CDFC4F07A5EB327F830DDB266272C5579F443154AEE72EFAEF6,Spain,Catalonia,el Prat de Llobregat,41.32789993286133,2.09089994430542,Telefonica De Espana S.a.u.
792,D4304462839E9ADF129BBDE6637D9A7F6082FB342E20C582F14BCED8D83AD3C4,Spain,Catalonia,Gavà,41.30459976196289,1.9961999654769897,Telefonica De Espana S.a.u.
793,50FD30E1B0BE83CE27547130A3602C4E80DD14A6ACC216CDDA97FC5DD92843F4,Spain,Catalonia,Girona,41.9546012878418,2.8389999866485596,Telefonica De Espana S.a.u.
794,4800DD806E240C7BABA9B0C5D8476A9CA937CF6CB673213859CF7C0C01C9101D,Spain,Catalonia,Unknown,41.38909912109375,2.160599946975708,Telefonica De Espana S.a.u.
795,AE5F40CF4E744CFED73C32CFE0CB43C4429CB4E4416D450E9A6E8F6FE6D7C6F3,Spain,Extremadura,Casatejada,39.88290023803711,-5.679200172424316,Orange Espagne SA
796,A17332C28CB76B643D9E56FA219A0559736373479EFB0AA8F98402B08FD26F7C,Spain,Galicia,Guitiriz,43.176300048828125,-7.833099842071533,Telefonica De Espana S.a.u.
797,BD8D4C05DEFB14B4036B4C7AD9E7AEE255B2951ECB4A0F77E9ECDF2A55FC77E1,Spain,Galicia,Oleiros,43.3291015625,-8.361100196838379,Telefonica De Espana S.a.u.
798,D93FEC4C8CD1D8EB243C432E0C18046054D72B828B7321FD2BF509CDD8CB5DF5,Spain,Galicia,Pontevedra,42.42660140991211,-8.643799781799316,"R Cable y Telecable Telecomunicaciones, S.A.U."
799,6AA48A642FDC7CCAE31C6BB5DFB564102B15AAE0BD1C1B6CC58ECA4022D14186,Spain,Madrid,Alcobendas,40.53950119018555,-3.6456000804901123,Telefonica De Espana S.a.u.
800,473A671EE6F9755AE922BD256690B476FB002ADDDFEA613120205EBBB0D67360,Spain,Madrid,Madrid,40.39400100708008,-3.7188000679016113,Digi Spain Telecom S.A
801,C8827123F292D9B28B382D60DF2309E26ED05603B6222C3A7800732F2965DE94,Spain,Madrid,Madrid,40.4031982421875,-3.6005001068115234,"Vodafone Ono, S.A."
802,F008BC22386E9298E3EBC0CF2901A194ADC756C253AEA3594FA33592DC04D629,Spain,Madrid,Madrid,40.409698486328125,-3.7156999111175537,Agencia Para La Adminitracion Digital De La Comunidad De Madrid
803,C54D7D531615294A7D4D80F7BFD441B213BAE4054771D13567827084FA0B89F9,Spain,Madrid,Madrid,40.4119987487793,-3.6870999336242676,Entidad Publica Empresarial Red.es
804,78CA83D55DB4D255570E92664BA8B5CC3FF5F6236B5A0C548A2458FB86DF4327,Spain,Madrid,Madrid,40.41529846191406,-3.694000005722046,Google LLC
805,949A4DB1A823051C4B0C98BDE131E80C4CF5C82D5315932FA0E38E1D59EE0F43,Spain,Madrid,Madrid,40.432701110839844,-3.7011001110076904,Entidad Publica Empresarial Red.es
806,2E1BA00DEE17BE1E71B6041F447411C4EDB829B6D6324BA221D770307BB1B74A,Spain,Murcia,Lorca,37.667598724365234,-1.7038999795913696,"Vodafone Ono, S.A."
807,12BF518FDC9C780C76D82369C158BD6609FBDDFC0A8CF34515DD85E178813251,Spain,Unknown,Unknown,40.417198181152344,-3.684000015258789,Orange Espagne SA
808,B583561C7399DA19F4FF0F25187B1EFB1A9F5B62DC8DC08CEBDCD82FFC71DF4F,Spain,Valencia,Alicante,38.36909866333008,-0.4713999927043915,"Vodafone Ono, S.A."
809,AFC06E3ABC86EFAE0E12DD0805CA3CAC487D16AEDA96164FB660C82A7EC894A1,Spain,Valencia,Benicassim,40.05179977416992,0.06390000134706497,Telefonica De Espana S.a.u.
810,9080E3548218EE26BEDBA180B3403DB98444F99DFEF820A084BC345E7123F9DC,Sri Lanka,Northern Province,Jaffna,9.67080020904541,80.00669860839844,Sri Lanka Telecom Internet
811,C279A2D8269EE13BA7EEEC29911E0A8E53F015C109D86A36451D1EF568AAC490,Sri Lanka,Western Province,Colombo,6.93179988861084,79.88629913330078,Dialog Axiata PLC.
812,49B49CF41729DABC2D49571AD95BCADDFAB3B252B78A9A3DD6A0543243843048,Sri Lanka,Western Province,Sri Jayewardenepura Kotte,6.876399993896484,79.90660095214844,Sri Lanka Telecom Internet
813,37D4226CBE9F4F5442C296C530F9157B9F918C970243A3136691F54D00E6A3DE,Sweden,Halland County,Halmstad,56.67319869995117,12.859800338745117,Tele2 SWIPnet
814,91C7DA81D29FD91C3646D6249CE7CAC301B9C8230164A16DA3BEC376359F056B,Sweden,Östergötland County,Unknown,58.41270065307617,15.630999565124512,Telia Company AB
815,CA218D9AEC6B3216EA45F7FBDB50C7C21F944AD731B5832B6AA2F0958F2EE976,Sweden,Skåne County,Södra Sandby,55.71500015258789,13.327500343322754,Lund University
816,7F7E6554B12FD6D05C8897A3BD6CE9B5950E5768983836AC310CEEE617EAF785,Sweden,Stockholm County,Kista,59.399600982666016,17.948400497436523,Tele2 SWIPnet
817,1BC668DF5D95AFD0F475D59D4979D0CEB8C68AC0D745958C305CC13ABD37515C,Sweden,Stockholm County,Stockholm,59.32870101928711,18.071699142456055,Telia Company AB
818,D7A03FED252214F56359635F5C089BBE3A00F5F752DD0FD8D1E99EA3371BB592,Sweden,Stockholm County,Stockholm,59.33259963989258,18.065099716186523,Telenor Sverige AB
819,E0890EB405DAB1769CB9CA5FBD3EB2D41FD846641CDEA76DF6A4AEF146DAE4CD,Sweden,Stockholm County,Sundbyberg,59.35649871826172,17.965099334716797,Bredband2 AB
820,C3171D865B227FFA1FB2CD11C8546254590DDB73C5B445783CF0B16ACB75A0A2,Sweden,Unknown,Unknown,59.32469940185547,18.055999755859375,Vetenskapsradet / SUNET
821,F8661C5A32770D02562DAFE1225F95FFE16843F508C738BA389CABF38A468CED,Sweden,Västernorrland County,Örnsköldsvik,63.28519821166992,18.71380043029785,Bredband2 AB
822,647D1EA5E485046FCD436F8B03C608733EED0F412BAA1DA7C04A66E20FA4641F,Sweden,Västernorrland County,Sundsvall,62.392398834228516,17.300600051879883,Telia Company AB
823,57B9ACBFA5D8B38E3D497F4F8B5A07C9FC1EA58CC72DC50E7F9DF3014A92089A,Switzerland,Aargau,Biberstein,47.41749954223633,8.080499649047852,BSE Software GmbH
824,1C3A44B3F956947E9637B8973B15069D6422E785227CA3A79C2F2C31BF25AF5B,Switzerland,Basel-City,Basel,47.551700592041016,7.571400165557861,La Roche Ltd.
825,8A6CA9D91AEAED44734997674E0052B45C9C357794903CA360A0F587704AAFF6,Switzerland,Basel-Landschaft,Füllinsdorf,47.506900787353516,7.725800037384033,Sunrise GmbH
826,4A86E9550A9E30643800120D498606D43ECC192824467DC4373CA7835323FF8F,Switzerland,Geneva,Geneva,46.2052001953125,6.142000198364258,COLT Technology Services Group Limited
827,137F2F951FA490BFE0E7D9CDB213A744B06C654B48CD5BF9416AD0B1B9710678,Switzerland,Geneva,Geneva,46.22529983520508,6.151599884033203,Cheops Technology Switzerland SA
828,873D9E402BBDD6A09871CF78B034101D560DA85C4E71F67FE043998126397977,Switzerland,Geneva,Geneva,46.22610092163086,6.125800132751465,United Nations International Computing Centre
829,895955FCDA9A49E21E32FAB504AD996AC04652ED6AAFE31051DA6F120150CBFA,Switzerland,Ticino,Giubiasco,46.18389892578125,9.00059986114502,Bluewin
830,BA397A9EBFCD16046C4DF0C786906C011A802596D543730973B8D8227463A971,Switzerland,Unknown,Unknown,47.144901275634766,8.155099868774414,Bluewin
831,84266F99F45D340353454F831C1D39035F002A33F66D38AEEE4E755CE456D156,Switzerland,Zurich,Zurich,47.36429977416992,8.543700218200684,Sunrise GmbH
832,2EDD851B7BDEE437813358DA76556E0AF845493AECCA05E92A9414BCCF1ADA6A,Taiwan,Kaohsiung,Kaohsiung,22.61479949951172,120.31390380859375,Ministry of Education Computer Center
833,FCC57B45799DA985F76284F11430E7C9FB1DA86806036AC88E38DDB0A20D1A91,Taiwan,Pingtung,Pingtung City,22.67449951171875,120.49099731445312,Taiwan Academic Network (TANet) Information Center
834,C81EF90FEDC3402E559662A7B6399FE0FFD41FFBC60D4AD1202E45C6DAC317D3,Taiwan,Taichung City,Taichung,24.143999099731445,120.68440246582031,Data Communication Business Group
835,EAAEA7AACA9F56196EDBC94AAE8207121B9170C8ED3963244D47159C660CF02C,Taiwan,Taipei City,Daan,25.031600952148438,121.53450012207031,Data Communication Business Group
836,FA442DEB8863C049F24C619A1C865230EBF406F472503A1FFCF6B1D515668F92,Taiwan,Taipei City,Taipei,25.05299949645996,121.5259017944336,DongFong Technology Co. Ltd.
837,C9035AB7504B0EA52C24715E1FC2FA98B26BD918A50DD8B53F56D5AD1802E239,Taiwan,Taoyuan,Taoyuan,24.997699737548828,121.29650115966797,Sony Network Taiwan Limited
838,3BFC9C127FCD2A12FFCACC9C07A5F388E7523EAFDF98EC324D262EF70285609F,Taiwan,Unknown,Unknown,24.0,121.0,Unknown
839,99080AF2FF05E6AC5F517DF9137DF660CEAE0C67C223880C60C658AACBFBDCB0,Thailand,Bangkok,Bangkok,13.668700218200684,100.5790023803711,True Online
840,FC391F33ED9E33AC66EA4C2ABEEDD316B50ED3229A6AF3733C2F021CF22648FB,Thailand,Bangkok,Bangkok,13.710100173950195,100.45429992675781,AIS Fibre
841,A438CA9F7FD5D6E7DBDD84A8CAAE6D4EF69A8BC7B5B77002974036125E242AFD,Thailand,Bangkok,Bangkok,13.761799812316895,100.53240203857422,UNINET-TH
842,7BC95A539302FF8B56A53C3C2DF6F97BF33DAC6B7EFEEABA49717A6FA6708D8E,Thailand,Bangkok,Bangkok,13.766300201416016,100.65029907226562,True Online
843,7F29989A9E743CCDE90D29B272452628709F197869A4D44695266B5234CFE6A8,Thailand,Bangkok,Bangkok,13.774900436401367,100.51969909667969,True Online
844,F3ABBBEF3C88A2FC083D47BDB4B9A7AF7E4F0565AE54045268BCF60272172158,Thailand,Khon Kaen,Khon Kaen,16.29159927368164,102.61609649658203,Triple T Broadband Public Company Limited
845,B81A83FBF10352E4AB556AE02AA5E2893FE566469E9BC0DA90FABDCC6A8792DB,Thailand,Maha Sarakham,Kantharawichai,16.317899703979492,103.29679870605469,Mahasarakham University
846,8932391B0DF274558CD2C3860FAB307D33F93CC664653CF526794C0DEC8EAFF4,Thailand,Saraburi,Changwat Sara Buri,14.547599792480469,100.89769744873047,TOT Public Company Limited
847,C3FC66B4464C2A8F56AC7864E651CB7AB154625C57E1DC617A10E68F3ED8E665,Thailand,Unknown,Unknown,13.744199752807617,100.46080017089844,Thailand Public backbone Network
848,720E4FE5A65B8A7F8D52C0C8337EBAECF5F91F50037DD17045A4C78863E5ECDB,The Netherlands,Drenthe,Assen,53.02199935913086,6.560500144958496,Vodafone Libertel B.V.
849,24669F191BFD5DBB0F885B8D9CCEF2E9C8055E687CB5BA38898E53CD0897BF93,The Netherlands,Flevoland,Almere Stad,52.36909866333008,5.259799957275391,KPN B.V.
850,D914A61AAE39EF2347DB819BA664D98EDBD2F925FA18BD2DD1D6E10A3EFCA5EB,The Netherlands,Gelderland,Barneveld,52.129398345947266,5.581900119781494,Vodafone Libertel B.V.
851,DE1C83CCAB6EBB5D63A6F84E2DDEF752D0F91B4EE5D7095B987A6DFDF9ACFB38,The Netherlands,Gelderland,Harderwijk,52.32780075073242,5.603000164031982,Previder B.V.
852,08B6805242442DA832232732DF773183F619BC28A2D5E7AB25E2FB406A8CFC4A,The Netherlands,Gelderland,Lichtenvoorde,51.98849868774414,6.571000099182129,Vodafone Libertel B.V.
853,58CC86E6D6A27A1697B30F0E7F48577E1690503729C9B2BC07D3A3C7A848887A,The Netherlands,Gelderland,Nijmegen,51.833900451660156,5.864299774169922,KPN B.V.
854,4CF7777359032C341AADBA93AF1DFF8675F490C034F7F423D19525BC0BAB509F,The Netherlands,Groningen,Groningen,53.222198486328125,6.566400051116943,Vodafone Libertel B.V.
855,36A90D5965D703B1DF7BD65CB849D77F50988718A01787DF8889E29C8ABA2EDA,The Netherlands,North Brabant,Roosendaal,51.535301208496094,4.433700084686279,Odido Netherlands B.V.
856,226215076D7AF09A636038DEBEE7E9EEA0931959D38A8F036FE10D729C09AC28,The Netherlands,North Holland,Amsterdam,52.3297004699707,4.862500190734863,KPN B.V.
857,6B39E83640750CDA0D758E1A0A1AB5BC61552BAEA6D2697017BB595BF44B84F1,The Netherlands,North Holland,Amsterdam,52.36249923706055,4.984499931335449,KPN B.V.
858,607933215E0BCE9D18D2A3A5CD4BF1DA916D3DD30799A6559ED8B967303D9345,The Netherlands,North Holland,Amsterdam,52.36399841308594,4.866000175476074,KPN B.V.
859,7697BCE4F837A8F52B0CF020202FFA1D527DA9BB268BBA44BF5ED32C9A1599EE,The Netherlands,North Holland,Amsterdam,52.36399841308594,4.891300201416016,KPN B.V.
860,52A2BE66637E89300F5D4712BC6C279A59432520F7F9E0D2C07BC2D435A7D032,The Netherlands,North Holland,Amsterdam,52.37160110473633,4.888299942016602,Unknown
861,C95406D3CE694DE948FBF4E75319DCDAA863BC86691DA042C4904A869D0E6260,The Netherlands,North Holland,Bussum,52.2692985534668,5.177599906921387,Odido Netherlands B.V.
862,5D0D3164C5ADDE9404D5B23C5BB13F8EA8246159948A8930AA4DFF0CE4D28C68,The Netherlands,North Holland,IJmuiden,52.44559860229492,4.591800212860107,KPN B.V.
863,0F33CC1442B3637FE6D3DF921EFAFB71B19DF2424FDF724D5F0E42AB607F3BF4,The Netherlands,Overijssel,Almelo,52.33359909057617,6.643899917602539,KPN B.V.
864,B572B2B577B6513EDDFF48A1E958BB01763AEBDC33CD97FB48B05B2BA88D707B,The Netherlands,South Holland,'s-Gravenzande,51.99489974975586,4.169000148773193,DELTA Fiber Nederland B.V.
865,0675423CFA672DCBB52580489D0E279CDF623B1D93E5115CE8EEDA86CA1F3FCC,The Netherlands,South Holland,Den Hoorn,52.0010986328125,4.335700035095215,KPN B.V.
866,2EF25E39B77E13C4BF79A2B8CAEAC690035D237630BCC19C6F7B88F0C637C8D9,The Netherlands,South Holland,Hoogvliet,51.856201171875,4.365099906921387,Vodafone Libertel B.V.
867,3ECAB20A94149108631E492569341BFF9B1E00AE7D93616B8B9FB2EF730F1D4D,The Netherlands,South Holland,Leidschendam,52.09769821166992,4.386300086975098,Vodafone Libertel B.V.
868,597E1C49A38FCFB016ABCB2D6A8AA41C8121CC8B561EABEC054ADD6CB17FE94F,The Netherlands,South Holland,Nootdorp,52.04100036621094,4.401400089263916,Vodafone Libertel B.V.
869,6A3B1DAD3177725927965DD6C52318572684E4623B1E9BC98600B5A24440034C,The Netherlands,South Holland,Rotterdam,51.8927001953125,4.501200199127197,Euronet Communications B.V.
870,E8B9D46556DE92DD9690AF3FCE080EE813333CFE5B0FEA50ECDE6B70565BABD7,The Netherlands,South Holland,Rotterdam,51.965999603271484,4.544899940490723,KPN B.V.
871,5188690F291FD737005753507197C2726F629F3010A35BC7EE2A571E22BF876E,The Netherlands,Unknown,Unknown,52.38240051269531,4.899499893188477,Webzilla B.V.
872,B6BC8D0975430B502284BCAB3077397E28949677B4E0DE4EB45B0F3704E936B4,The Netherlands,Utrecht,Houten,52.02199935913086,5.1666998863220215,KPN B.V.
873,25637F557FFAAEA429B707A57F0AC7E9AC96B4C1DB7C31A1F42DD876B17818C0,The Netherlands,Utrecht,Utrecht,52.087398529052734,5.116799831390381,SURF B.V.
874,2C64E8DFC9564561EA7C13A6CAE4107A031441CF0AC08BAC685C26CA522D0A76,The Netherlands,Utrecht,Utrecht,52.092201232910156,5.126800060272217,IP Volume inc
875,A34C2B6249F5DB5E4C1C50D8BE3235100F8B693E476E25B001DA26800AA464A7,Tunisia,Nabeul Governorate,Hammamet,36.39350128173828,10.622599601745605,TOPNET
876,3D51A46620505BFE11CA7D0A7F0542592B9C2B656656073F2016F67F3156656B,Türkiye,Adana,Adana,36.98740005493164,35.33449935913086,Superonline Iletisim Hizmetleri A.S.
877,C02B530AF0FF85AB367BED4CC9219930B582BE33DD644D25279D709B81DBBA0C,Türkiye,Amasya,Amasya,40.652801513671875,36.05030059814453,Turk Telekom
878,4111CFA3F9C3D31F139A3939B8EA3A72D9074E7437CE878D736D828A98089F4C,Türkiye,Ankara,Akyurt,40.13679885864258,33.08689880371094,Turk Telekom
879,B2D459D63441E7E2E4CFCD76C6D6F57D601131CA5478AB3B11EE9169B67A622D,Türkiye,Ankara,Ankara,39.92070007324219,32.854000091552734,Turk Telekom
880,C0A42AE8844CFC3B463D00820D3F5F19DF59451276DF0531B81FF190077E38A7,Türkiye,Ankara,Ankara,39.96620178222656,32.739898681640625,Turk Telekom
881,5B5569D8DE139DFCB0A7D9BF79CF3C4F1C6F5105D8ADF81F997EF7715C63E351,Türkiye,Ankara,Ankara,39.96730041503906,32.91469955444336,Turk Telekom
882,B6859E5C866FDD5D2D896C84052FF1F410A790CD6A39A7F78197A68DAA6EE53B,Türkiye,Ankara,Ankara,39.97380065917969,32.74340057373047,Turk Telekom
883,BFCF11F4969192A09A634B851556D8CC1DFE21284F22AE23CE3B2A1F58093F0D,Türkiye,Ankara,Ankara,39.9739990234375,32.87630081176758,Turk Telekom
884,090163A6C6739B9E8B08075FE83954F8A8DAD711A86B0DA410D2EEAA86AC6FD8,Türkiye,Ankara,Ankara,39.978599548339844,32.82619857788086,Turk Telekom
885,CCBE8F2A30BF39CA3273ED8A2AA6CAAC2F1989A985C81EFF96C8FC449FF9ACDF,Türkiye,Ankara,Çankaya,39.920799255371094,32.837501525878906,Turk Telekom
886,09E812E2F183D57C8B7F2733CEF1EDFF56C152A0F9CA33C2D961D1DDD8BAA349,Türkiye,Ankara,Çankaya,39.92490005493164,32.862300872802734,Turksat Uydu Haberlesme Kablo TV ve Isletme A.S.
887,B646F48D4D163BEED10E9CC464F31448B4E0C61FC59C090025B52D25FCA50C16,Türkiye,Ankara,Çankaya,39.95389938354492,32.89310073852539,Turk Telekom
888,2335847C5E050D6C6832ECFFD49F7A80068F06031E524DD89C0BBD46AF8FD5BF,Türkiye,Antalya,Antalya,37.05189895629883,30.317100524902344,Andromeda Tv Digital Platform Isletmeciligi A.s.
889,65B90AEBD5E7432F971DC11787F4D71011A60C0E6683C0E00F55B1F917704D8A,Türkiye,Balikesir,Balikesir,39.6442985534668,27.811599731445312,Turk Telekom
890,03FCA39994B1C91FD7919A6E01AB5E4D97A932271FA73A41C81C0636E79DAB24,Türkiye,Balikesir,Susurluk,39.91239929199219,28.150999069213867,Turk Telekom
891,8E8CE2FE9CBAF661BEF226FAE8996986B3195DCC62A5602D8D4692A986E528B2,Türkiye,Batman,Batman,37.88359832763672,41.207801818847656,Turk Telekom
892,D046748CF2AFC5FB02091D576DD4C3599BCFF3E19BBAB0BA96624D53B4C3941C,Türkiye,Bursa Province,Bursa,40.23440170288086,29.01740074157715,Turk Telekom
893,11B662CF6830EF0AFAD34C4DC178F429E8EF99C27A0F59AC65E6605718D964A2,Türkiye,Bursa Province,Bursa,40.23469924926758,28.972900390625,Turk Telekom
894,308EE353BE41C29DD714D748657FE0C579E39F917B91EA21AF84306FA51F657F,Türkiye,Edirne,Zorlanae,40.858001708984375,26.624300003051758,Turk Telekom
895,60A41E4812B1265F318082E8C204048556E9EE88087B79E3995A95608157A785,Türkiye,Giresun,Giresun,40.88169860839844,38.46139907836914,Turk Telekom
896,A7C85E6FE0D39F275E0795A875F966B806FA229750D672EC4D5DD6996207AD43,Türkiye,Hatay,Antakya,36.24340057373047,36.19380187988281,Turk Telekom
897,D00A146385E34C024C0858C5FF868114EB833202D4F0D2A8C9C59A98308FF7DD,Türkiye,Hatay,Antakya,36.28620147705078,36.24449920654297,Turk Telekom
898,F9801EDCBEB224D4C12B48A929D3D9BD3E26ABC42D7DD0224928AF5C789E663D,Türkiye,Hatay,Payas,36.75550079345703,36.213401794433594,Turk Telekom
899,0AF64AEC75D7549B762F9EE96FAE4BBB4FA8894F2A985F2643B6CBBC0881BC81,Türkiye,Istanbul,Beylikduzu,40.98320007324219,28.636499404907227,Turk Telekom
900,CA70A7E4CEA1A491490E69DEBA036738F8B1B8C45E240FF3B10E2E30FFD86137,Türkiye,Istanbul,Eyüpsultan,41.06420135498047,28.92300033569336,Turk Telekom
901,DB0F6562414B1F4631FA8AAFC7DDBE613C1BC46BBCD94804CB27744417AB689B,Türkiye,Istanbul,Istanbul,41.010799407958984,28.948200225830078,Turk Telekom
902,52E17DA21C03B981DBA97037EA5F4B1EBB34520EB2C5FD8E0C4D2A29BB16B497,Türkiye,Istanbul,Istanbul,41.01459884643555,28.95319938659668,Turk Telekom
903,AD7647AEC15C3CF7E79044E2284EA964265E1AC3A63076E06710BC97318C713F,Türkiye,Istanbul,Istanbul,41.02069854736328,28.928499221801758,Turk Telekom
904,BD3E459384CAFF36E096F83BB314BFEE5BF55A61F6C994BD9EE364AEE26D4AE6,Türkiye,Istanbul,Istanbul,41.03010177612305,28.965099334716797,Turk Telekom
905,42ABF32D00307CED52921AAAB0ED42BB963431CB6A350694CC253114F71B4B9A,Türkiye,Istanbul,Istanbul,41.03099822998047,28.991600036621094,Turk Telekom
906,1583784CF71EA1F8979AF6BE6D0ECAA985F16629859F13DE521A9612B5035A1F,Türkiye,Istanbul,Istanbul,41.032901763916016,28.952899932861328,Turk Telekom
907,9A523977B8EAADDD80C92FC107BFCC2D7132F9805A6F3E0E4A45F6B54B8737C4,Türkiye,Istanbul,Istanbul,41.05289840698242,29.001300811767578,Turk Telekom
908,CEC5520770AD4EF84221D1D91F63C7C8D402C9AC9ECAF96A90C75EF8C91D8B78,Türkiye,Istanbul,Istanbul,41.05569839477539,28.962299346923828,Turk Telekom
909,8C856B1F5646DE9C2E19C7C1534639A8AE985E2DCDCBAA9C5F3B7B0C8D24FF3B,Türkiye,Istanbul,Istanbul,41.065101623535156,28.991300582885742,Turk Telekom
910,B7840A3B3D26D9421F7F9930DE497D682BB1675810269CB495B0ABD342177F29,Türkiye,Istanbul,Istanbul,41.06520080566406,28.98979949951172,Turk Telekom
